Anaheim Ducks,Arizona Coyotes,Boston Bruins,Buffalo Sabres,Calgary Flames,Carolina Hurricanes,Chicago Blackhawks,Colorado Avalanche,Columbus Blue Jackets,Dallas Stars,Detroit Red Wings,Edmonton Oilers,Florida Panthers,Los Angeles Kings,Minnesota Wild,Montreal Canadiens,Nashville Predators,New Jersey Devils,New York Islanders,New York Rangers,Ottawa Senators,Philadelphia Flyers,Pittsburgh Penguins,San Jose Sharks,St. Louis Blues,Tampa Bay Lightning,Toronto Maple Leafs,Vancouver Canucks,Vegas Golden Knights,Washington Capitals,Winnipeg Jets,date
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,8/10/2014
0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,2,NA,0,0,9/10/2014
0,0,2,0,2,0,2,0,2,1,2,0,1,0,2,4,2,2,0,2,0,0,2,2,0,2,0,2,NA,1,2,10/10/2014
0,0,2,0,2,0,2,0,2,1,2,0,1,0,2,4,2,2,2,2,0,0,2,2,0,2,0,2,NA,1,2,11/10/2014
2,2,2,0,2,0,4,0,4,1,2,1,1,1,4,6,4,4,4,2,2,1,4,4,2,3,0,4,NA,3,2,12/10/2014
2,2,2,0,2,0,4,0,4,1,2,1,1,3,4,6,4,4,4,2,2,1,4,4,2,3,2,4,NA,3,2,13/10/2014
4,2,2,0,2,0,4,2,4,1,2,1,1,3,4,6,4,4,4,2,4,1,4,4,2,5,2,4,NA,3,2,14/10/2014
6,2,2,2,4,1,4,3,4,3,2,1,1,5,4,6,5,6,6,2,4,2,4,6,2,5,4,4,NA,4,2,15/10/2014
6,4,4,2,6,1,5,3,4,3,3,1,1,5,4,6,5,6,6,2,4,2,4,6,2,5,4,4,NA,4,2,16/10/2014
6,4,4,2,6,2,5,3,4,5,3,1,1,7,4,8,5,6,8,4,6,2,4,7,3,5,4,4,NA,6,2,17/10/2014
8,4,4,2,6,2,5,3,6,5,5,1,3,7,4,8,7,6,8,4,6,2,4,7,3,5,4,6,NA,6,2,18/10/2014
8,4,6,2,6,2,7,3,6,6,7,1,4,7,4,10,8,6,8,4,8,4,6,9,5,7,5,6,NA,8,2,19/10/2014
10,4,6,2,8,2,7,3,6,6,7,1,4,9,4,10,8,6,8,6,8,4,6,9,5,7,5,6,NA,8,2,20/10/2014
10,4,6,2,8,2,7,3,6,6,7,3,4,9,4,10,8,6,8,6,8,4,6,9,5,7,5,6,NA,8,2,21/10/2014
10,5,8,2,9,2,9,4,6,8,8,3,6,9,4,12,10,7,8,8,8,4,6,9,5,9,7,6,NA,8,4,22/10/2014
12,5,8,2,9,2,9,4,6,8,8,5,6,9,4,12,10,7,8,8,8,6,6,9,5,9,7,6,NA,8,4,23/10/2014
12,5,8,2,11,2,9,4,8,8,10,5,6,11,6,12,12,7,10,8,8,6,7,9,5,9,7,8,NA,8,4,24/10/2014
14,5,8,2,11,2,9,6,8,10,10,7,6,11,6,12,12,8,10,8,8,6,7,9,5,11,7,8,NA,8,4,25/10/2014
14,7,10,4,11,2,9,6,8,10,10,7,7,11,8,14,12,10,12,8,9,8,9,9,7,11,7,8,NA,10,4,26/10/2014
14,7,10,4,11,2,11,7,8,10,10,7,7,13,8,14,12,10,12,8,9,8,9,11,7,11,7,10,NA,10,6,27/10/2014
14,7,10,4,11,2,11,7,8,10,10,9,7,13,8,14,12,10,12,10,9,8,9,11,7,11,7,10,NA,10,6,28/10/2014
16,7,10,4,12,2,11,8,8,11,10,9,7,14,10,16,12,10,12,10,11,10,11,13,9,13,9,12,NA,10,8,29/10/2014
16,7,10,4,12,2,11,8,8,11,12,9,7,14,10,16,14,10,12,10,11,10,11,13,9,13,9,12,NA,10,8,30/10/2014
16,7,12,5,12,2,13,10,8,11,12,9,9,14,12,17,14,12,12,10,12,10,13,14,11,15,9,14,NA,10,9,31/10/2014
18,7,12,5,14,2,13,10,8,12,14,9,9,14,12,17,14,12,12,10,12,10,13,14,11,15,11,14,NA,10,9,1/11/2014
18,7,14,5,14,4,13,11,8,12,14,9,11,14,14,17,14,14,12,11,12,10,15,16,13,17,13,16,NA,10,11,2/11/2014
20,9,14,7,16,6,13,11,8,12,15,9,11,14,14,17,16,14,12,11,12,10,15,16,13,17,13,16,NA,10,13,3/11/2014
20,9,14,7,16,6,13,11,8,12,15,9,11,14,14,17,16,14,12,12,12,10,15,16,15,17,13,16,NA,10,13,4/11/2014
20,11,16,7,18,8,15,11,8,12,15,9,12,16,14,17,16,14,12,12,14,12,17,16,17,17,13,18,NA,11,15,5/11/2014
21,11,16,8,18,8,15,11,8,12,16,9,12,16,14,19,16,14,14,14,14,12,17,16,17,17,13,18,NA,11,15,6/11/2014
21,11,18,8,18,8,15,13,8,12,16,9,12,17,14,19,18,14,16,14,16,14,19,16,19,19,14,20,NA,11,16,7/11/2014
22,13,18,8,18,10,15,13,9,12,18,11,12,17,14,19,18,14,16,14,16,14,19,16,19,19,14,20,NA,13,16,8/11/2014
22,13,18,8,20,11,15,13,9,12,18,11,12,19,14,21,20,14,18,14,17,16,21,18,19,21,16,20,NA,15,18,9/11/2014
23,13,18,8,20,11,17,13,9,12,19,13,12,19,14,21,20,14,18,14,17,16,21,18,19,23,18,22,NA,15,18,10/11/2014
23,13,20,8,20,13,17,13,9,12,19,13,12,19,14,21,20,14,18,14,17,16,21,18,19,23,18,22,NA,15,18,11/11/2014
23,13,20,8,20,13,19,13,9,14,19,13,14,19,14,23,22,16,20,16,18,16,21,18,21,24,18,24,NA,17,18,12/11/2014
25,13,20,8,20,13,19,13,9,14,19,13,14,20,14,23,22,16,20,16,18,16,21,18,21,24,20,24,NA,17,18,13/11/2014
25,13,20,8,22,13,19,15,9,16,19,14,14,20,16,25,22,16,20,17,20,16,21,20,23,24,20,24,NA,17,20,14/11/2014
25,15,20,8,22,13,19,15,11,16,21,14,15,20,16,25,22,18,22,17,20,16,23,20,23,24,20,24,NA,17,20,15/11/2014
26,15,22,10,24,13,19,17,13,16,21,14,15,22,18,27,24,18,22,18,20,16,25,20,25,26,20,24,NA,17,20,16/11/2014
26,17,22,10,24,13,21,17,13,16,21,14,17,22,20,29,24,18,22,18,20,16,25,22,25,26,20,24,NA,17,21,17/11/2014
26,17,22,10,24,13,21,17,13,16,21,14,17,22,20,29,24,18,22,18,20,16,25,22,25,28,20,24,NA,17,21,18/11/2014
27,18,24,12,26,15,21,17,13,16,23,14,17,24,20,29,26,18,24,18,20,16,27,22,25,28,20,24,NA,19,23,19/11/2014
27,18,24,12,26,15,21,17,13,16,23,14,17,24,20,29,26,18,24,20,20,16,27,22,25,28,20,26,NA,19,23,20/11/2014
29,18,24,12,26,15,23,17,13,18,25,14,19,26,22,31,26,18,24,20,22,16,27,23,25,28,22,27,NA,21,23,21/11/2014
29,18,26,12,26,15,23,17,14,18,25,14,19,26,22,31,26,20,26,20,22,16,28,23,25,28,22,27,NA,21,23,22/11/2014
29,20,26,14,28,15,25,19,14,20,25,14,20,26,22,33,28,21,28,20,22,18,28,24,27,30,24,27,NA,21,23,23/11/2014
31,20,26,14,28,15,25,19,14,20,25,14,20,26,22,33,28,21,28,22,22,18,28,24,29,30,24,29,NA,21,23,24/11/2014
31,20,27,14,28,15,25,19,14,20,27,14,20,26,24,33,28,21,30,22,22,19,30,24,29,30,24,29,NA,21,23,25/11/2014
33,21,27,14,28,15,25,21,14,22,27,14,20,27,24,33,30,21,30,22,24,19,30,24,30,30,24,31,NA,21,25,26/11/2014
33,21,27,14,30,15,27,21,14,22,29,14,22,29,24,33,30,21,32,22,24,19,32,24,30,32,25,31,NA,22,27,27/11/2014
33,21,27,14,30,15,27,21,14,22,29,15,22,29,24,33,32,21,32,22,24,19,32,24,30,32,25,31,NA,22,27,28/11/2014
33,21,29,16,30,17,29,21,14,23,31,16,24,29,26,33,32,22,32,24,24,19,32,24,32,32,25,33,NA,24,28,29/11/2014
33,21,29,18,32,17,31,23,14,23,31,16,24,29,27,34,34,22,34,26,24,19,34,26,34,34,27,33,NA,24,28,30/11/2014
33,21,29,18,32,17,31,23,14,23,33,16,24,29,27,34,34,22,34,26,24,19,34,26,34,34,27,33,NA,24,28,1/12/2014
35,23,29,18,32,17,31,23,16,23,33,16,24,29,27,36,34,22,34,26,24,19,34,26,34,36,27,33,NA,24,28,2/12/2014
35,23,29,20,34,19,31,23,16,23,33,16,26,31,27,36,34,22,36,26,25,19,36,28,34,37,29,35,NA,24,28,3/12/2014
37,23,29,20,34,19,33,23,16,23,33,17,26,31,29,36,34,22,36,26,25,20,36,28,34,37,29,35,NA,24,30,4/12/2014
37,23,29,20,36,19,33,24,18,23,35,17,27,33,29,36,36,24,38,26,25,20,36,30,34,39,29,37,NA,26,30,5/12/2014
39,23,29,20,36,19,35,24,18,23,35,17,27,33,29,36,36,24,38,26,25,20,36,30,34,39,29,37,NA,26,32,6/12/2014
39,23,31,20,36,19,37,24,20,25,37,17,29,33,29,36,36,24,38,26,25,22,38,32,36,39,31,37,NA,28,32,7/12/2014
41,23,31,20,36,19,37,24,20,25,39,19,29,33,29,36,36,24,38,26,27,22,38,32,36,39,31,38,NA,28,33,8/12/2014
41,23,31,20,36,19,37,24,20,25,39,19,29,33,29,36,36,26,38,28,27,22,39,32,38,39,31,38,NA,28,33,9/12/2014
41,23,31,22,36,19,39,24,22,25,39,19,29,33,31,38,38,27,38,28,27,23,39,34,38,39,33,38,NA,30,35,10/12/2014
43,23,31,22,36,19,39,24,22,25,40,19,29,33,31,38,38,27,38,28,27,23,39,34,38,39,35,38,NA,30,35,11/12/2014
43,23,31,24,36,19,41,26,24,25,40,19,29,35,31,38,40,27,38,28,27,25,39,36,40,41,35,38,NA,31,36,12/12/2014
45,23,31,24,36,19,41,26,24,25,41,19,31,35,31,40,40,27,38,28,27,25,41,36,40,41,35,38,NA,31,36,13/12/2014
47,24,32,26,36,19,41,27,26,27,41,19,32,35,33,40,40,27,40,30,29,27,42,38,42,41,37,38,NA,33,36,14/12/2014
47,24,32,26,36,19,43,27,26,27,41,19,32,36,33,40,40,27,40,32,29,27,42,38,42,41,39,38,NA,33,36,15/12/2014
47,24,32,28,36,19,43,27,26,27,41,19,32,36,33,40,40,28,42,32,30,27,44,38,42,41,39,38,NA,33,36,16/12/2014
47,26,33,28,36,19,45,27,28,27,42,20,34,36,33,42,42,28,42,34,30,27,44,38,44,43,41,38,NA,34,38,17/12/2014
47,26,35,28,36,19,45,27,28,29,42,20,34,36,34,42,42,28,42,34,32,27,44,38,44,43,41,38,NA,34,38,18/12/2014
49,26,35,28,36,21,45,28,29,29,42,20,36,38,34,42,42,28,42,34,32,28,46,40,44,43,41,38,NA,36,38,19/12/2014
49,26,35,28,36,21,45,28,29,31,42,20,36,38,34,42,42,30,44,34,34,28,46,40,44,44,41,38,NA,36,40,20/12/2014
49,26,35,28,37,22,46,30,31,31,42,20,36,40,35,44,44,30,46,36,34,30,48,42,45,44,41,40,NA,38,40,21/12/2014
49,26,37,29,37,22,48,32,31,33,43,21,36,40,35,44,44,30,46,38,34,32,48,42,45,44,41,40,NA,38,41,22/12/2014
51,26,37,29,39,22,48,32,31,33,43,21,38,41,35,44,46,30,46,38,34,32,49,43,45,44,41,42,NA,40,41,23/12/2014
51,28,39,29,39,24,48,34,31,33,45,21,38,41,35,46,46,31,46,40,34,34,49,43,45,46,43,42,NA,40,43,27/12/2014
52,30,39,31,41,24,50,34,33,35,47,21,38,43,36,46,48,31,47,42,35,34,49,43,45,48,43,42,NA,42,45,28/12/2014
54,30,39,31,41,24,50,34,33,35,47,21,40,43,36,46,48,31,47,42,35,34,49,43,45,48,43,43,NA,42,45,29/12/2014
54,32,41,31,43,24,52,34,33,37,47,21,40,43,38,48,49,33,49,42,37,34,49,43,47,50,43,43,NA,43,45,30/12/2014
54,32,41,31,43,24,52,34,33,37,47,23,41,44,38,50,51,33,49,42,37,34,49,43,47,50,43,45,NA,43,45,31/12/2014
54,32,42,31,45,24,52,36,35,39,49,24,41,44,38,50,51,33,51,44,37,35,51,45,47,52,45,45,NA,43,45,1/01/2015
54,32,42,31,45,24,52,36,35,39,49,24,41,46,38,50,51,33,51,44,37,35,51,45,47,52,45,45,NA,45,45,2/01/2015
56,32,42,31,45,26,52,38,35,39,49,25,43,46,40,52,51,33,53,44,37,35,53,45,47,52,45,45,NA,45,45,3/01/2015
56,34,43,31,45,26,52,38,35,41,49,25,43,47,40,54,53,35,53,46,39,35,53,45,49,52,45,47,NA,45,47,4/01/2015
58,34,44,31,45,28,54,38,37,42,49,27,43,47,40,54,54,35,53,46,39,35,53,45,49,54,45,47,NA,47,47,5/01/2015
58,34,44,31,45,28,54,38,37,42,49,27,43,47,40,54,54,35,53,46,39,35,53,47,49,54,45,47,NA,47,47,6/01/2015
58,34,44,31,45,28,54,40,39,42,51,27,43,47,41,54,56,37,53,46,40,37,53,49,51,56,45,49,NA,47,47,7/01/2015
58,34,46,31,45,28,54,40,39,42,53,27,43,47,41,54,56,37,53,48,40,37,54,49,51,56,45,49,NA,49,47,8/01/2015
58,36,48,31,45,30,56,42,39,43,53,27,45,47,41,54,58,37,53,50,40,39,54,49,53,56,45,49,NA,50,47,9/01/2015
58,36,48,31,45,30,56,42,39,43,53,29,47,47,41,54,58,38,55,50,40,39,54,49,53,58,47,49,NA,50,47,10/01/2015
58,36,50,31,47,31,56,44,39,43,53,29,47,48,41,55,60,38,57,52,42,39,56,49,55,58,47,49,NA,52,49,11/01/2015
60,36,50,31,47,31,58,44,39,43,53,29,49,48,41,55,60,38,57,52,42,39,56,49,55,58,47,49,NA,52,50,12/01/2015
60,36,50,31,47,31,58,44,39,43,53,29,49,50,41,55,60,38,57,52,42,41,56,49,55,58,47,49,NA,54,50,13/01/2015
60,36,52,31,47,33,58,45,39,45,55,29,49,50,41,55,62,38,59,52,42,41,58,51,57,58,47,49,NA,54,52,14/01/2015
62,36,52,31,47,33,58,45,39,45,55,29,49,50,41,57,62,40,59,52,42,41,58,51,57,58,47,49,NA,56,52,15/01/2015
62,36,54,31,49,33,58,47,39,45,57,29,49,50,43,57,62,40,59,52,44,41,58,53,58,60,47,51,NA,56,54,16/01/2015
64,36,54,31,49,33,58,47,39,45,57,29,49,50,43,57,64,40,61,54,44,41,58,53,58,60,47,53,NA,56,56,17/01/2015
66,36,54,31,51,35,58,48,41,47,59,31,50,51,45,59,64,40,61,54,44,43,58,54,60,62,47,53,NA,56,56,18/01/2015
66,37,54,31,51,35,58,48,41,49,61,31,50,51,45,59,64,40,61,56,44,43,58,54,60,62,47,53,NA,56,58,19/01/2015
66,37,54,31,53,37,58,48,43,49,61,31,50,52,45,59,64,42,63,56,44,43,58,54,62,62,47,55,NA,56,58,20/01/2015
66,37,56,31,53,37,60,48,43,49,63,33,50,52,46,61,65,42,63,58,45,45,59,54,62,64,47,55,NA,57,58,21/01/2015
68,37,57,31,53,37,62,50,43,49,63,33,50,52,46,61,65,42,63,58,47,45,60,56,62,64,47,55,NA,57,60,27/01/2015
70,38,57,31,55,39,62,51,45,49,65,33,50,52,48,63,67,42,65,58,47,47,62,56,62,64,47,55,NA,57,60,28/01/2015
70,38,57,31,55,39,62,51,45,49,65,33,50,54,48,63,67,44,65,58,47,47,62,56,62,64,48,55,NA,59,60,29/01/2015
70,40,59,31,55,39,62,51,45,51,65,35,52,54,50,65,68,44,65,58,47,49,62,58,64,66,48,55,NA,59,60,30/01/2015
70,40,59,31,55,40,64,53,45,51,65,35,52,54,50,65,68,45,65,58,47,49,64,58,66,66,48,57,NA,59,60,31/01/2015
70,40,61,31,57,40,64,53,45,53,67,35,52,54,50,67,68,47,65,60,49,51,64,60,66,68,48,57,NA,60,60,1/02/2015
70,42,61,31,57,40,64,53,45,53,67,35,52,54,52,67,70,47,65,60,49,51,64,60,68,68,48,57,NA,60,60,2/02/2015
70,42,61,31,59,40,64,53,45,53,67,37,52,54,52,67,70,47,65,62,49,51,64,61,68,68,48,57,NA,60,60,3/02/2015
72,44,61,33,59,41,64,55,45,54,67,37,54,54,54,67,72,49,65,62,49,51,64,61,70,69,48,59,NA,62,61,4/02/2015
72,44,61,33,61,41,64,55,45,54,67,37,54,54,54,67,72,49,65,64,49,51,66,61,70,69,48,59,NA,62,61,5/02/2015
74,45,61,33,61,43,64,55,45,54,69,37,56,54,54,67,72,49,67,64,49,52,66,63,72,71,48,59,NA,64,61,6/02/2015
75,45,61,33,61,43,66,55,47,54,69,37,56,54,54,67,72,51,67,64,49,52,68,63,72,71,48,59,NA,66,62,7/02/2015
75,45,63,35,61,45,66,55,49,54,71,37,56,56,56,69,74,51,67,64,49,52,68,63,72,71,50,61,NA,66,62,8/02/2015
75,45,63,35,61,45,68,55,49,56,71,37,57,56,56,71,76,51,69,65,49,54,68,63,72,73,50,61,NA,66,64,9/02/2015
75,47,63,35,63,45,69,55,49,56,71,39,57,58,58,71,76,51,69,65,49,54,68,63,72,73,50,61,NA,66,64,10/02/2015
75,47,63,35,63,45,69,55,49,58,71,39,59,58,59,73,78,51,71,67,51,55,68,63,74,74,50,61,NA,66,66,11/02/2015
75,47,63,35,63,45,70,55,49,58,71,39,59,58,59,73,78,51,71,67,51,55,70,64,74,74,50,63,NA,68,66,12/02/2015
77,47,63,35,63,45,70,55,49,58,71,41,59,60,61,74,80,51,73,69,52,55,72,64,76,74,50,63,NA,68,66,13/02/2015
77,47,63,35,63,45,72,55,51,60,71,41,59,60,61,74,80,51,73,69,52,56,72,66,76,74,50,65,NA,68,66,14/02/2015
77,47,63,35,65,45,72,57,51,60,72,41,59,62,63,76,82,51,75,71,54,56,72,66,76,74,51,65,NA,68,68,15/02/2015
77,47,63,35,65,45,74,57,51,60,72,41,60,62,63,76,82,51,75,71,54,58,73,66,78,76,51,65,NA,70,68,16/02/2015
77,47,64,35,67,47,74,59,51,60,72,42,60,64,63,78,82,51,75,73,54,58,73,66,78,76,51,67,NA,70,70,17/02/2015
77,47,64,36,67,47,74,59,53,62,72,42,62,64,63,78,84,53,77,73,54,58,73,66,78,76,51,67,NA,72,70,18/02/2015
77,47,65,36,68,47,75,59,53,62,74,44,62,66,65,78,84,53,77,73,56,58,73,66,78,78,51,67,NA,72,70,19/02/2015
77,47,65,38,68,47,75,59,55,62,74,44,64,66,65,79,84,53,79,74,56,59,73,68,78,78,51,69,NA,74,70,20/02/2015
79,47,65,38,68,49,75,61,55,62,74,44,64,66,67,79,84,55,79,76,56,59,73,68,80,78,51,69,NA,74,70,21/02/2015
81,47,65,38,68,49,75,61,55,63,76,44,64,68,67,81,85,57,80,76,58,61,75,68,80,80,53,69,NA,76,71,22/02/2015
81,47,67,39,68,49,75,63,56,63,76,44,64,68,69,81,87,57,80,78,58,63,77,68,80,80,53,71,NA,76,71,23/02/2015
83,47,67,39,68,49,75,63,56,63,77,44,64,68,69,81,87,59,80,78,58,63,77,68,80,80,53,71,NA,76,71,24/02/2015
83,47,67,41,68,51,77,63,56,63,77,46,65,70,69,83,89,59,82,80,58,63,77,68,80,80,53,73,NA,76,73,25/02/2015
83,47,67,41,70,51,77,63,56,63,77,46,65,70,69,83,89,59,82,80,60,63,79,68,80,80,53,73,NA,76,73,26/02/2015
83,47,67,43,70,51,79,63,56,63,79,46,65,70,71,85,89,59,82,82,62,63,79,68,82,80,55,73,NA,76,74,27/02/2015
85,47,69,43,70,53,79,65,56,64,79,46,65,70,71,85,89,60,84,82,62,63,79,68,82,82,55,73,NA,76,74,28/02/2015
85,47,71,43,70,55,79,65,56,64,81,46,67,70,73,87,89,62,84,82,64,65,79,68,84,82,55,73,NA,76,74,1/03/2015
87,47,71,43,70,55,79,65,56,64,81,46,69,70,73,87,89,62,84,82,64,65,81,68,85,82,55,75,NA,78,76,2/03/2015
87,47,71,43,70,55,81,65,56,64,81,46,69,70,73,87,89,62,84,84,64,65,81,70,85,82,55,75,NA,78,76,3/03/2015
89,47,71,43,72,55,81,65,56,66,81,46,69,72,75,87,89,64,85,84,65,66,81,72,85,84,57,75,NA,80,76,4/03/2015
91,47,71,43,72,55,81,67,56,66,83,46,69,72,75,87,89,64,85,85,67,66,81,72,85,84,57,75,NA,80,76,5/03/2015
91,49,72,43,74,55,81,67,56,68,83,46,70,74,77,88,89,64,87,85,67,68,81,72,85,86,57,76,NA,80,76,6/03/2015
91,49,72,43,76,55,83,67,58,68,83,47,70,74,79,88,89,64,87,85,69,68,83,72,85,86,57,76,NA,80,76,7/03/2015
91,49,74,43,76,55,83,69,58,68,83,47,72,75,79,90,89,64,88,85,69,69,85,72,87,88,57,78,NA,82,78,8/03/2015
91,49,76,43,77,57,84,71,58,68,83,47,72,75,79,90,89,66,88,87,71,69,85,72,87,88,57,78,NA,82,78,9/03/2015
91,50,76,43,77,57,84,71,58,68,85,47,72,75,79,90,91,66,90,87,71,69,86,74,87,88,58,80,NA,82,78,10/03/2015
91,50,78,43,77,58,84,71,60,70,85,47,72,77,81,91,91,66,90,89,71,69,86,74,89,90,58,80,NA,82,78,11/03/2015
91,50,78,44,79,58,84,71,60,70,85,47,72,77,81,91,91,66,90,91,71,69,86,74,89,90,60,80,NA,82,78,12/03/2015
91,50,80,44,79,58,86,73,62,72,85,47,74,79,81,91,91,67,90,91,73,70,88,76,91,91,60,80,NA,82,78,13/03/2015
93,50,80,44,81,58,86,73,64,74,85,48,74,79,81,91,91,67,90,91,75,70,88,76,91,91,60,80,NA,82,78,14/03/2015
93,50,82,44,81,58,88,75,64,74,85,48,76,79,83,93,93,69,90,93,75,72,88,76,91,91,60,82,NA,82,80,15/03/2015
95,50,82,44,81,60,88,75,64,74,87,48,76,79,83,93,93,69,90,95,77,73,88,76,93,91,60,82,NA,84,80,16/03/2015
95,50,82,45,81,60,88,75,64,74,87,50,76,81,83,93,93,69,90,95,77,73,88,76,93,93,60,82,NA,86,80,17/03/2015
95,50,83,47,81,61,90,75,64,74,87,50,76,81,85,95,94,71,90,95,79,73,88,76,95,93,60,84,NA,86,82,18/03/2015
97,50,83,47,81,61,92,75,66,74,87,51,76,82,85,95,94,71,90,95,79,73,88,76,95,93,60,84,NA,86,82,19/03/2015
97,50,83,47,83,61,92,77,68,76,87,51,78,82,85,97,94,71,90,95,81,73,88,78,96,93,60,84,NA,88,84,20/03/2015
99,50,83,47,83,61,92,78,68,76,87,51,78,82,85,97,94,73,90,95,81,73,88,78,96,95,60,84,NA,88,84,21/03/2015
99,50,84,47,84,62,92,78,70,78,87,53,80,82,87,99,96,73,92,97,83,74,90,78,96,95,60,86,NA,88,86,22/03/2015
99,50,84,47,84,62,92,78,70,78,89,53,80,82,87,99,96,73,92,99,83,74,90,78,97,97,60,88,NA,88,86,23/03/2015
99,50,84,47,86,62,94,78,70,80,89,53,80,84,89,99,96,73,92,99,85,74,90,78,97,97,60,88,NA,88,88,24/03/2015
99,52,84,47,86,62,94,78,72,80,90,53,80,86,91,100,98,73,93,99,85,74,91,78,99,99,60,90,NA,88,88,25/03/2015
99,52,84,47,87,62,94,78,72,82,90,55,80,86,91,100,98,73,93,99,85,76,91,78,99,99,60,90,NA,88,88,26/03/2015
101,54,85,48,87,64,94,80,72,82,90,55,82,88,91,100,100,74,93,101,85,76,91,80,99,99,60,90,NA,90,90,27/03/2015
101,54,85,48,87,64,94,80,74,82,90,57,82,88,93,100,100,74,93,101,85,76,91,80,99,99,60,90,NA,90,90,28/03/2015
103,54,87,48,87,66,94,82,76,84,92,57,83,88,95,102,102,74,93,101,86,77,93,82,99,99,62,91,NA,90,90,29/03/2015
105,54,89,48,89,67,96,82,76,84,92,57,85,88,95,102,102,74,95,101,86,77,95,83,99,99,62,91,NA,92,90,30/03/2015
105,54,89,50,91,67,98,82,76,84,92,59,85,88,95,102,102,74,95,101,86,77,95,83,99,101,62,93,NA,92,90,31/03/2015
105,54,91,50,91,67,98,82,78,84,93,59,85,88,95,102,103,75,95,103,88,77,95,83,99,101,64,95,NA,94,90,1/04/2015
107,54,91,52,91,67,98,82,78,84,93,59,85,88,95,102,103,75,95,103,88,79,95,85,99,101,64,95,NA,94,90,2/04/2015
107,54,93,52,91,67,100,82,80,84,93,59,87,90,95,103,103,75,96,105,90,79,95,85,101,102,64,95,NA,96,90,3/04/2015
107,54,93,52,91,67,102,84,80,84,93,59,87,90,95,104,103,77,96,105,90,79,95,87,103,102,64,95,NA,96,90,4/04/2015
107,56,95,52,93,69,102,84,82,86,95,59,87,92,96,104,104,77,98,107,92,80,95,87,103,104,65,95,NA,97,92,5/04/2015
107,56,95,52,93,69,102,84,82,86,95,59,87,92,96,106,104,77,98,107,93,82,95,87,105,104,67,95,NA,99,92,6/04/2015
107,56,95,54,93,69,102,84,83,88,95,59,87,93,96,106,104,77,98,109,93,82,95,87,105,104,67,97,NA,99,94,7/04/2015
107,56,95,54,95,69,102,86,83,88,97,61,87,93,98,106,104,77,98,111,95,84,96,87,105,104,67,97,NA,99,96,8/04/2015
107,56,95,54,95,69,102,86,85,90,97,61,87,93,98,106,104,77,98,111,95,84,96,87,105,104,67,97,NA,101,96,9/04/2015
107,56,95,54,97,71,102,88,85,90,98,61,89,93,100,108,104,78,98,111,97,84,96,89,107,106,67,99,NA,101,97,10/04/2015
107,56,95,54,97,71,102,88,87,90,98,61,89,93,100,108,104,78,100,111,97,84,96,89,107,106,67,99,NA,101,97,11/04/2015
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,7/10/2015
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,NA,0,0,8/10/2015
0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,2,0,0,2,2,1,0,2,2,2,0,2,NA,0,2,9/10/2015
0,2,0,0,0,0,2,0,0,2,2,0,0,0,2,2,2,0,1,4,2,1,0,2,2,2,0,2,NA,0,4,10/10/2015
0,4,0,0,2,0,4,2,0,2,4,0,2,0,4,4,4,0,1,6,4,1,0,4,2,4,1,3,NA,2,4,11/10/2015
0,4,0,0,2,0,4,2,0,2,4,0,2,0,4,6,4,0,1,6,4,1,0,4,2,4,1,3,NA,2,4,12/10/2015
1,4,0,2,2,0,4,2,0,2,4,0,2,0,4,6,4,0,3,6,4,3,0,4,2,6,1,5,NA,2,4,13/10/2015
1,4,0,2,2,0,4,2,0,4,6,0,4,0,4,8,6,0,3,6,4,3,0,6,4,6,1,7,NA,2,6,14/10/2015
1,6,2,2,2,0,4,2,0,4,6,0,4,0,4,8,6,0,3,6,6,5,0,6,4,6,1,7,NA,2,6,15/10/2015
1,6,2,2,2,0,4,2,0,6,6,0,6,0,6,10,6,0,5,6,6,5,2,6,6,6,1,7,NA,4,6,16/10/2015
1,6,2,2,2,2,4,4,0,6,6,0,6,2,7,10,6,1,5,6,6,5,2,8,8,6,3,7,NA,4,8,17/10/2015
1,6,4,2,2,2,6,4,0,8,6,2,6,2,7,12,8,1,7,6,7,5,4,8,8,8,3,7,NA,6,8,18/10/2015
3,6,4,2,2,2,6,4,0,8,6,4,6,4,7,12,8,3,7,7,7,5,4,8,10,8,3,8,NA,6,8,19/10/2015
3,6,4,2,2,2,6,4,0,8,6,4,6,4,7,12,8,3,7,9,7,5,4,8,10,8,3,8,NA,6,8,20/10/2015
3,7,4,2,2,2,6,4,0,10,6,4,7,4,7,14,10,5,9,9,7,5,6,8,10,9,3,8,NA,8,8,21/10/2015
3,7,5,4,2,4,6,5,0,10,6,6,7,4,7,14,10,5,9,9,7,7,6,8,10,9,4,8,NA,8,8,22/10/2015
3,7,5,4,2,4,8,5,0,12,6,6,7,6,9,14,12,7,9,11,8,7,6,8,10,9,4,8,NA,10,8,23/10/2015
